sociedad_sap,fondo_sap,centro_gestor_sap,pospre_sap,cuenta_sap,acreedor_sap,contrato_sap,proveedor,rfc_proveedor,lugar_servicio_nombre,numero_contrato,nombre_contrato,plurianual,tipo_entrega,moneda_documento,numero_oficio_tramite,fecha_oficio_tramite,numero_factura,fecha_factura,periodo_contable,estimado,concepto,importe_moneda_original,iva_moneda_original,total_moneda_original,numero_documento_pasivo,fecha_contable_pasivo,tc_contable_pasivo,importe_pasivo_mxn,iva_pasivo_mxn,total_pasivo_mxn
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-063/2021,,700 FE,,3,false,CVT,"$1,125.99",$180.16,"$1,306.15",180000883,13/04/2021,20.163,"$22,703.34","$3,632.53","$26,335.87"
N000,A01,N306,2280,453851,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-072/2021,,709 FE,,4,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180001224,24/05/2021,19.9712,"$8,928,194.66","$1,428,511.15","$10,356,705.81"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-072/2021,,710 FE,,4,false,CVT,"$3,043.20",$486.91,"$3,530.11",180001225,24/05/2021,19.9712,"$60,776.36","$9,724.22","$70,500.57"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-072/2021,,711 FE,,4,false,CVT,$165.44,$26.47,$191.91,180001226,24/05/2021,19.9712,"$3,304.04",$528.65,"$3,832.68"
N000,A01,N306,2280,453851,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-072/2021,,712 FE,,4,false,CFT,"$4,690,913.36","$750,546.14","$5,441,459.50",180001222,07/05/2021,19.9712,"$93,683,168.90","$14,989,307.02","$108,672,475.92"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-072/2021,,712 FE,,4,false,CVT,"$2,230.74",$356.92,"$2,587.66",180001223,24/05/2021,19.9712,"$44,550.55","$7,128.09","$51,678.64"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-072/2021,,713 FE,,4,false,CVT,$348.47,$55.76,$404.23,180001227,24/05/2021,19.9712,"$6,959.36","$1,113.50","$8,072.86"
N000,A01,N306,2280,453851,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-090/2021,,721 FE,,5,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180001725,10/06/2021,19.9487,"$8,918,135.96","$1,426,901.75","$10,345,037.71"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-090/2021,,722 FE,,5,false,CVT,"$3,161.98",$505.92,"$3,667.90",180001726,10/06/2021,19.9487,"$63,077.39","$10,092.38","$73,169.77"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-090/2021,,723 FE,,5,false,CVT,$68.04,$10.89,$78.93,180001729,10/06/2021,19.9487,"$1,357.31",$217.17,"$1,574.48"
N000,A01,N306,2280,453851,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-090/2021,,724 FE,,5,false,CFT,"$4,690,913.36","$750,546.14","$5,441,459.50",180001723,10/06/2021,19.9487,"$93,577,623.34","$14,972,419.74","$108,550,043.08"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-090/2021,,724 FE,,5,false,CVT,"$2,336.34",$373.81,"$2,710.15",180001724,10/06/2021,19.9487,"$46,606.95","$7,457.11","$54,064.06"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-090/2021,,725 FE,,5,false,CVT,$28.08,$4.49,$32.57,180001731,10/06/2021,19.9487,$560.16,$89.63,$649.79
N000,A01,N306,2280,453851,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-100/2021,,733 FE,,6,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180002160,09/07/2021,19.8532,"$8,875,442.35","$1,420,070.78","$10,295,513.12"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-100/2021,,734 FE,,6,false,CVT,"$3,684.50",$589.52,"$4,274.02",180002161,09/07/2021,19.8532,"$73,149.12","$11,703.86","$84,852.97"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-100/2021,,735 FE,,6,false,CVT,$100.59,$16.09,$116.68,180002162,09/07/2021,19.8532,"$1,997.03",$319.53,"$2,316.56"
N000,A01,N306,2280,453851,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-100/2021,,736 FE,,6,false,CFT,"$4,690,913.36","$750,546.14","$5,441,459.50",180002157,09/07/2021,19.8532,"$93,129,641.12","$14,900,742.58","$108,030,383.70"
N000,A01,N306,2281,453659,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-100/2021,,736 FE,,6,false,CVT,"$2,395.84",$383.33,"$2,779.17",180002158,09/07/2021,19.8532,"$47,565.09","$7,610.41","$55,175.51"
N000,A01,N306,2280,453851,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-111/2021,,744 FE,,7,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180002614,10/08/2021,19.9293,"$8,909,463.12","$1,425,514.10","$10,334,977.22"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-111/2021,,746 FE,,7,false,CVT,$79.97,$12.80,$92.77,180002621,10/08/2021,19.9293,"$1,593.75",$255.00,"$1,848.75"
N000,A01,N306,2280,453851,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-111/2021,,747 FE,,7,false,CFT,"$4,690,913.36","$750,546.14","$5,441,459.50",180002613,10/08/2021,19.9293,"$93,486,619.63","$14,957,859.14","$108,444,478.77"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-111/2021,,748 FE,,7,false,CVT,"$2,532.10",$405.14,"$2,937.24",180002620,10/08/2021,19.9293,"$50,462.98","$8,074.08","$58,537.06"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-111/2021,,751 FE,,7,false,CVT,"$3,868.25",$618.92,"$4,487.17",180002637,10/08/2021,19.9293,"$77,091.51","$12,334.64","$89,426.16"
N000,A01,N306,2280,453851,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-132/2021,,757 FE,,8,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180003173,07/09/2021,19.8992,"$8,896,006.81","$1,423,361.09","$10,319,367.90"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-132/2021,,758 FE,,8,false,CVT,"$3,844.02",$615.04,"$4,459.06",180003175,07/09/2021,19.8992,"$76,492.92","$12,238.87","$88,731.79"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-132/2021,,759 FE,,8,false,CVT,$102.60,$16.42,$119.02,180003178,07/09/2021,19.8992,"$2,041.66",$326.67,"$2,368.32"
N000,A01,N306,2280,453851,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-132/2021,,760 FE,,8,false,CFT,"$4,690,913.36","$750,546.14","$5,441,459.50",180003171,07/09/2021,19.8992,"$93,345,423.13","$14,935,267.70","$108,280,690.83"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-132/2021,,761 FE,,8,false,CVT,"$2,536.84",$405.89,"$2,942.73",180003179,07/09/2021,19.8992,"$50,481.09","$8,076.97","$58,558.06"
N000,A01,N306,2280,453851,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-144/2021,,768 FE,,9,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180003809,11/10/2021,20.5818,"$9,201,165.52","$1,472,186.48","$10,673,352.00"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-144/2021,,769 FE,,9,false,CVT,"$3,614.89",$578.38,"$4,193.27",180003811,11/10/2021,20.5818,"$74,400.94","$11,904.15","$86,305.09"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-144/2021,,770 FE,,9,false,CVT,$92.25,$14.76,$107.01,180003813,11/10/2021,20.5818,"$1,898.67",$303.79,"$2,202.46"
N000,A01,N306,2280,453851,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-144/2021,,771 FE,,9,false,CFT,"$4,690,913.36","$750,546.14","$5,441,459.50",180003816,11/10/2021,20.5818,"$96,547,440.59","$15,447,590.49","$111,995,031.09"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-144/2021,,772 FE,,9,false,CVT,"$2,421.78",$387.48,"$2,809.26",180003819,11/10/2021,20.5818,"$49,844.59","$7,975.13","$57,819.73"
N000,A01,N306,2280,453851,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-168/2021,,779 FE,,10,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180004459,09/11/2021,$20.84,"$9,314,448.87","$1,490,311.82","$10,804,760.69"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-168/2021,,780 FE,,10,false,CVT,"$3,095.58",$495.29,"$3,590.87",180004460,09/11/2021,$20.84,"$64,497.03","$10,319.52","$74,816.55"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-168/2021,,781 FE,,10,false,CVT,$78.93,$12.63,$91.56,180004467,09/11/2021,$20.84,"$1,644.52",$263.12,"$1,907.65"
N000,A01,N306,2280,453851,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-168/2021,,782 FE,,10,false,CFT,"$4,690,913.36","$750,546.14","$5,441,459.50",180004470,09/11/2021,$20.84,"$97,736,118.04","$15,637,778.89","$113,373,896.92"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-168/2021,,783 FE,,10,false,CVT,$533.33,$85.33,$618.66,180004473,09/11/2021,$20.84,"$11,112.04","$1,777.93","$12,889.96"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-168/2021,,784 FE,,10,false,CVT,$584.90,$93.58,$678.48,180004476,09/11/2021,$20.84,"$12,186.51","$1,949.84","$14,136.35"
N000,A01,N306,2280,453851,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-184/2021,,791 FE,,11,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180005124,08/12/2021,$21.30,"$9,523,714.61","$1,523,794.34","$11,047,508.95"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-184/2021,,792 FE,,11,false,CVT,"$2,933.36",$469.34,"$3,402.70",180005126,08/12/2021,$21.30,"$62,490.25","$9,998.44","$72,488.69"
N000,A01,N306,2280,453851,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-184/2021,,793 FE,,11,false,CFT,"$4,690,913.36","$750,546.14","$5,441,459.50",180005136,08/12/2021,$21.30,"$99,931,934.58","$15,989,109.53","$115,921,044.12"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-184/2021,,794 FE,,11,false,CVT,$83.43,$13.35,$96.78,180005130,08/12/2021,$21.30,"$1,777.33",$284.37,"$2,061.71"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-184/2021,,795 FE,,11,false,CVT,"$1,481.57",$237.05,"$1,718.62",180005140,08/12/2021,$21.30,"$31,562.33","$5,049.97","$36,612.30"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-184/2021,,796 FE,,11,false,CVT,$371.47,$59.44,$430.91,180005141,08/12/2021,$21.30,"$7,913.54","$1,266.17","$9,179.70"
N000,A01,N306,2280,453851,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-011/2022,,803 FE,,12,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180000061,10/01/2022,$20.40,"$9,118,862.97","$1,459,018.08","$10,577,881.05"
N000,A01,N306,2280,453851,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-011/2022,,806 FE,,12,false,CFT,"$4,690,913.36","$750,546.14","$5,441,459.50",180000059,10/01/2022,$20.40,"$95,683,843.44","$15,309,414.95","$110,993,258.39"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-011/2022,,810 FE,,12,false,CVT,"$2,168.81",$347.01,"$2,515.82",180000065,10/01/2022,$20.40,"$44,238.74","$7,078.20","$51,316.93"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-011/2022,,811 FE,,12,false,CVT,$111.06,$17.77,$128.83,180000067,10/01/2022,$20.40,"$2,265.37",$362.46,"$2,627.83"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-011/2022,,812 FE,,12,false,CVT,"$2,603.59",$416.57,"$3,020.16",180000063,10/01/2022,$20.40,"$53,107.25","$8,497.16","$61,604.41"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-011/2022,,813 FE,,12,false,CVT,$682.60,$109.22,$791.82,180000068,10/01/2022,$20.40,"$13,923.47","$2,227.76","$16,151.23"
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-024/2022,,819 FE,,1,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180000306,09/02/2022,20.5562,"$9,189,720.95","$1,470,355.35","$10,660,076.30"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-024/2022,,820 FE,,1,false,CVT,"$2,205.74",$352.92,"$2,558.66",180000308,09/02/2022,20.5562,"$45,341.63","$7,254.66","$52,596.29"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-024/2022,,821 FE,,1,false,CVT,$108.58,$17.37,$125.95,180000310,09/02/2022,20.5562,"$2,231.99",$357.12,"$2,589.11"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-024/2022,,822 FE,,1,false,CFT,"$4,785,361.28","$765,657.80","$5,551,019.08",180000305,09/02/2022,20.5562,"$98,368,843.54","$15,739,014.97","$114,107,858.51"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-024/2022,,823 FE,,1,false,CVT,"$2,645.18",$423.23,"$3,068.41",180000307,09/02/2022,20.5562,"$54,374.85","$8,699.98","$63,074.82"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-024/2022,,824 FE,,1,false,CVT,"$2,520.09",$403.21,"$2,923.30",180000309,09/02/2022,20.5562,"$51,803.47","$8,288.56","$60,092.03"
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-044/2022,,834 FE,,2,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180000588,08/03/2022,20.7033,"$9,255,482.52","$1,480,877.20","$10,736,359.72"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-044/2022,,835 FE,,2,false,CVT,$707.84,$113.25,$821.09,180000589,08/03/2022,20.7033,"$14,654.62","$2,344.74","$16,999.36"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-044/2022,,836 FE,,2,false,CVT,$143.68,$22.99,$166.67,180000590,08/03/2022,20.7033,"$2,974.65",$475.94,"$3,450.59"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-044/2022,,837 FE,,2,false,CFT,"$4,785,361.28","$765,657.80","$5,551,019.08",180000586,08/03/2022,20.7033,"$99,072,770.19","$15,851,643.23","$114,924,413.42"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-044/2022,,838 FE,,2,false,CVT,"$2,372.73",$379.64,"$2,752.37",180000587,08/03/2022,20.7033,"$49,123.34","$7,859.73","$56,983.08"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-044/2022,,839 FE,,2,false,CVT,$54.58,$8.73,$63.31,180000591,08/03/2022,20.7033,"$1,129.99",$180.80,"$1,310.78"
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-052/2022,,846 FE,,3,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180000889,06/04/2022,19.8432,"$8,870,971.81","$1,419,355.49","$10,290,327.30"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-052/2022,,847 FE,,3,false,CVT,"$3,150.62",$504.10,"$3,654.72",180000890,06/04/2022,19.8432,"$62,518.38","$10,002.94","$72,521.32"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-052/2022,,848 FE,,3,false,CVT,$150.06,$24.01,$174.07,180000892,06/04/2022,19.8432,"$2,977.67",$476.43,"$3,454.10"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-052/2022,,849 FE,,3,false,CFT,"$4,785,361.28","$765,657.80","$5,551,019.08",180000893,06/04/2022,19.8432,"$94,956,880.95","$15,193,100.95","$110,149,981.90"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-052/2022,,850 FE,,3,false,CVT,"$2,700.08",$432.01,"$3,132.09",180000894,06/04/2022,19.8432,"$53,578.23","$8,572.52","$62,150.74"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-052/2022,,851 FE,,3,false,CVT,$60.03,$9.60,$69.63,180000895,06/04/2022,19.8432,"$1,191.19",$190.59,"$1,381.78"
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-072/2022,,858 FE,,4,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180001342,09/05/2022,20.335,"$9,090,832.72","$1,454,533.24","$10,545,365.95"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-072/2022,,859 FE,,4,false,CVT,"$3,941.58",$630.65,"$4,572.23",180001343,09/05/2022,20.335,"$80,152.03","$12,824.32","$92,976.35"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-072/2022,,860 FE,,4,false,CVT,$275.96,$44.15,$320.11,180001344,09/05/2022,20.335,"$5,611.65",$897.86,"$6,509.51"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-072/2022,,861 FE,,4,false,CFT,"$4,785,361.28","$765,657.80","$5,551,019.08",180001345,09/05/2022,20.335,"$97,310,321.63","$15,569,651.46","$112,879,973.09"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-072/2022,,862 FE,,4,false,CVT,"$2,702.80",$432.45,"$3,135.25",180001346,09/05/2022,20.335,"$54,961.44","$8,793.83","$63,755.27"
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-083/2022,,871 FE,,5,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180001762,08/06/2022,19.5547,"$8,741,996.88","$1,398,719.50","$10,140,716.38"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-083/2022,,872 FE,,5,false,CVT,"$3,828.30",$612.53,"$4,440.83",180001764,08/06/2022,19.5547,"$74,861.26","$11,977.80","$86,839.06"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-083/2022,,873 FE,,5,false,CVT,$285.96,$45.75,$331.71,180001768,08/06/2022,19.5547,"$5,591.86",$894.70,"$6,486.56"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-083/2022,,874 FE,,5,false,CFT,"$4,785,361.28","$765,657.80","$5,551,019.08",180001769,08/06/2022,19.5547,"$93,576,304.22","$14,972,208.68","$108,548,512.90"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-083/2022,,875 FE,,5,false,CVT,"$2,714.84",$434.37,"$3,149.21",180001770,08/06/2022,19.5547,"$53,087.88","$8,494.06","$61,581.94"
